State,combined_pred
MN,0.9999605
IN,0.9999306
CA,0.11379087
MA,0.0009596367
CA,0.0006878002
CA,0.0004920326
CA,0.00038480145
ID,0.00038330615
AZ,0.0003538531
KS,0.00032195245
